shape_type,R,index,r_i,u_x,u_y,u_z,v_x,v_y,v_z,norm_v
long,10.0,16,3.046989570903508,-0.508336819595278,0.7230568163246648,0.46774193548387094,-1.54889698781307,2.203146578511947,1.4252047992935761,3.0469895709035075
long,10.0,17,3.281927872511474,-0.11129352202378986,-0.8588444282613353,0.5,-0.36525731195984557,-2.8186654672620577,1.640963936255737,3.2819278725114738
long,10.0,18,3.5349811050301057,0.647338197820878,0.5455773184430985,0.532258064516129,2.288328297861044,1.9286055120293464,1.881522201064411,3.5349811050301057
long,10.0,19,3.807546021222373,-0.8247171717022219,0.034104644286705045,0.5645161290322581,-3.140148585748564,0.12985500265904812,2.1494211410126303,3.8075460212223735
long,10.0,20,4.101127070551301,0.5687712599060819,-0.5660033708552632,0.5967741935483871,2.332603210952402,-2.321251746237807,2.447446800167712,4.101127070551301
long,10.0,21,4.41734470314007,-0.03590826922427271,0.7765494282501102,0.6290322580645161,-0.15861920285676864,3.430286503607074,2.778652313265528,4.41734470314007
long,10.0,22,4.75794431400941,-0.4806151903558808,-0.5759376251473477,0.6612903225806451,-2.286740312180313,-2.7402791487939058,3.146382530232029,4.75794431400941
long,10.0,23,5.1248058769609335,0.7139763614761193,0.09606450962132,0.6935483870967742,3.658990253304,0.4923119634747109,3.5543008501503253,5.1248058769609335
long,10.0,24,5.5199543212815705,-0.5646676056304808,0.39288101245622203,0.7258064516129032,-3.11693938978769,2.1686852424572014,4.0064184589946885,5.5199543212815705
long,10.0,25,5.945570708544391,0.1431412646581369,-0.6362772726870931,0.7580645161290323,0.8510565103354192,-3.783031515000893,4.507126182283652,5.945570708544391
long,10.0,26,6.404004271197279,0.3046182300335246,0.5315994285678035,0.7903225806451613,1.950776446219247,3.4043650111142467,5.061229182075269,6.404004271197279
long,10.0,27,6.897785379387656,-0.5417472899425394,-0.1728321614918634,0.8225806451612904,-3.736856535888534,-1.1921591566265417,5.673984747560814,6.897785379387656
long,10.0,28,7.429639507594948,0.47104719507444026,-0.21763575177242117,0.8548387096774194,3.4997108504668457,-1.6169551796335075,6.351143450040843,7.429639507594948
long,10.0,29,8.00250227816105,-0.1781994195756174,0.42579840309507233,0.8870967741935484,-1.426041261120855,3.4074526908056533,7.098993956433189,8.00250227816105
long,10.0,30,8.61953566475303,-0.13315707197619783,-0.37021058159354225,0.9193548387096774,-1.1477521309129235,-3.191043311514499,7.924411820821334,8.61953566475303
long,10.0,31,9.284145445194744,0.27201812708004053,0.14296510397302814,0.9516129032258065,2.5254558555405633,1.3273088188729822,8.834912601072418,9.284145445194744
long,10.0,32,10.0,-0.17297122811995713,0.04559466062184285,0.9838709677419355,-1.7297122811995713,0.45594660621842853,9.838709677419356,10.0
very_long,100.0,1,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0
very_long,100.0,2,1.1601553017399717,0.9998699186986366,0.0,0.016129032258064516,1.1600043872285377,0.0,0.018712182286128577,1.1601553017399715
very_long,100.0,3,1.3459603241553646,-0.7365051672459693,0.6746990643877845,0.04838709677419355,-0.9913067336484858,0.9081181714107036,0.06512711245913054,1.3459603241553646
very_long,100.0,4,1.561523006000497,0.08714096816374788,-0.992926386812206,0.08064516129032258,0.13607262655284919,-1.5504773962722083,0.12592927467745943,1.5615230060004972
very_long,100.0,5,1.8116091942004142,0.60454849627808,0.7885264594485144,0.11290322580645161,1.0952056141974047,1.4285017838072287,0.20453652192585323,1.8116091942004142
very_long,100.0,6,2.1017480113324885,-0.97428340472078,-0.1723370159819652,0.14516129032258066,-2.0476982083461452,-0.36220898061907064,0.3050924532579419,2.101748011332488
very_long,100.0,7,2.4383540982688285,0.8303694061197012,-0.5282130459474007,0.1774193548387097,2.0247346444890266,-1.2879704453449055,0.4326112109831793,2.4383540982688285
very_long,100.0,8,2.828869434625969,-0.2538334614250695,0.9442478242885514,0.20967741935483872,-0.7180617205106892,2.6711538088419555,0.5931500427441548,2.828869434625969
very_long,100.0,9,3.281927872511474,-0.44721455471963406,-0.8610844114783638,0.24193548387096775,-1.4677259121271748,-2.8260169306159812,0.7940148078656792,3.2819278725114738
very_long,100.0,10,3.807546021222373,0.9033213643897355,0.3298915134706548,0.27419354838709675,3.439437666867303,1.2560771195502187,1.0440045542061345,3.8075460212223726
very_long,100.0,11,4.41734470314007,-0.879871813488203,0.36319829401855996,0.3064516129032258,-3.8866970947543606,1.6043720602723954,1.3537024090267955,4.417344703140069
very_long,100.0,12,5.1248058769609335,0.3987928552202029,-0.8521971679416653,0.3387096774193548,2.0437359681225264,-4.36734505459691,1.7358213454222515,5.124805876960934
very_long,100.0,13,5.945570708544391,0.2779286896385565,0.8860804579264139,0.3709677419354839,1.6524446761791265,5.2682540160608875,2.2056149402664675,5.945570708544392
very_long,100.0,14,6.897785379387656,-0.7917552219545905,-0.4588383348403702,0.4032258064516129,-5.461357594052203,-3.1649683575644834,2.781365072333732,6.897785379387656
very_long,100.0,15,8.00250227816105,0.8792001453403638,-0.19328968560281248,0.43548387096774194,7.035801166045787,-1.54680114938154,3.4849606695217474,8.00250227816105
very_long,100.0,16,9.284145445194744,-0.508336819595278,0.7230568163246648,0.46774193548387094,-4.719472968270282,6.712964647897649,4.342584159849154,9.284145445194742
very_long,100.0,17,10.77105056036769,-0.11129352202378986,-0.8588444282613353,0.5,-1.1987481527596358,-9.250656760292925,5.385525280183845,10.771050560367689
very_long,100.0,18,12.496091412919867,0.647338197820878,0.5455773184430985,0.532258064516129,8.089197295044496,6.817584044080651,6.651145429457348,12.496091412919869
very_long,100.0,19,14.497406703726323,-0.8247171717022219,0.034104644286705045,0.5645161290322581,-11.956260253714005,0.4944288987102794,8.184019913393893,14.497406703726323
very_long,100.0,20,16.819243248808696,0.5687712599060819,-0.5660033708552632,0.5967741935483871,9.566302173291785,-9.51974837406035,10.037290325901964,16.819243248808696
very_long,100.0,21,19.512934226359633,-0.03590826922427271,0.7765494282501102,0.6290322580645161,-0.7006756955556472,15.15275791696158,12.274265077871382,19.512934226359633
very_long,100.0,22,22.638034095214476,-0.4806151903558808,-0.5759376251473477,0.6612903225806451,-10.880183065954425,-13.038095594802511,14.970312869416023,22.638034095214476
very_long,100.0,23,26.26363527653333,0.7139763614761193,0.09606450962132,0.6935483870967742,18.751614753875117,2.5230032437133754,18.21510188533763,26.263635276533325
very_long,100.0,24,30.469895709035082,-0.5646676056304808,0.39288101245622203,0.7258064516129032,-17.205363053831302,11.9710434756012,22.11524688558998,30.469895709035082
very_long,100.0,25,35.34981105030106,0.1431412646581369,-0.6362772726870931,0.7580645161290323,5.060016659166275,-22.49228136508962,26.79743740909919,35.34981105030106
very_long,100.0,26,41.011270705513,0.3046182300335246,0.5315994285678035,0.7903225806451613,12.492780693739109,21.80156807189021,32.41213329951834,41.011270705513
very_long,100.0,27,47.579443140094114,-0.5417472899425394,-0.1728321614918634,0.8225806451612904,-25.776034378121132,-8.223258000481678,39.13792903459355,47.579443140094114
very_long,100.0,28,55.199543212815705,0.47104719507444026,-0.21763575177242117,0.8548387096774194,26.001589999787193,-12.013394084615394,47.18670629482633,55.199543212815705
very_long,100.0,29,64.0400427119728,-0.1781994195756174,0.42579840309507233,0.8870967741935484,-11.411898440871301,27.268147920898244,56.80971530900813,64.0400427119728
very_long,100.0,30,74.29639507594946,-0.13315707197619783,-0.37021058159354225,0.9193548387096774,-9.893090426700233,-27.50531163137084,68.30475031175999,74.29639507594948
very_long,100.0,31,86.19535664753032,0.27201812708004053,0.14296510397302814,0.9516129032258065,23.44669947825732,12.322928125106413,82.02461358394015,86.19535664753033
very_long,100.0,32,100.0,-0.17297122811995713,0.04559466062184285,0.9838709677419355,-17.297122811995713,4.559466062184285,98.38709677419355,100.0
